 fps,p_rad,days_r,dm,d_t_d,d_prob,h_i_t,vac_p,inf_p,i_rad,pop,t_inf,n_inf,imm,sus,dec,frames
 500, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 123, 1, 0, 83, 40, 0, 80
 500, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 123, 1, 0, 93, 30, 0, 80
 500, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 123, 1, 0, 80, 42, 1, 52
 500, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 123, 1, 0, 92, 31, 0, 80
 500, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 123, 1, 0, 78, 45, 0, 80
 500, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 123, 1, 0, 83, 39, 1, 53
 500, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 123, 1, 0, 89, 33, 1, 41
 500, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 123, 1, 0, 89, 34, 0, 80
 500, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 123, 1, 0, 94, 29, 0, 80
 500, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 123, 1, 0, 90, 33, 0, 80
 500, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 123, 1, 0, 76, 47, 0, 80
 500, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 123, 1, 0, 83, 40, 0, 80
 500, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 123, 1, 0, 93, 30, 0, 80
 500, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 123, 1, 0, 82, 41, 0, 80
 500, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 123, 1, 0, 92, 31, 0, 80
 500, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 123, 1, 0, 91, 32, 0, 80
 500, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 123, 1, 0, 94, 29, 0, 80
 500, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 123, 2, 0, 82, 41, 0, 122
 500, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 123, 1, 0, 74, 49, 0, 80
 500, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 123, 2, 0, 88, 35, 0, 115
 500, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 123, 1, 0, 89, 34, 0, 80
 500, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 123, 1, 0, 88, 35, 0, 80
 500, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 123, 1, 0, 90, 33, 0, 80
 500, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 123, 1, 0, 83, 40, 0, 80
 500, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 123, 1, 0, 91, 31, 1, 30
 500, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 123, 1, 0, 81, 42, 0, 80
 500, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 123, 1, 0, 91, 32, 0, 80
 500, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 123, 6, 0, 89, 34, 0, 252
 500, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 123, 1, 0, 92, 31, 0, 80
 500, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 123, 2, 0, 85, 38, 0, 96
 500, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 123, 1, 0, 81, 42, 0, 80
 500, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 123, 1, 0, 82, 41, 0, 80
 500, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 123, 1, 0, 95, 28, 0, 80
 500, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 123, 1, 0, 90, 33, 0, 80
 500, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 123, 2, 0, 97, 26, 0, 132
 500, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 123, 1, 0, 85, 37, 1, 21
 500, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 123, 1, 0, 79, 44, 0, 80
 500, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 123, 1, 0, 85, 38, 0, 80
 500, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 123, 2, 0, 82, 40, 1, 91
 500, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 123, 1, 0, 96, 27, 0, 80
 500, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 123, 1, 0, 92, 31, 0, 80
 500, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 123, 1, 0, 88, 35, 0, 80
 500, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 123, 1, 0, 86, 37, 0, 80
 500, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 123, 1, 0, 89, 34, 0, 80
 500, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 123, 1, 0, 84, 39, 0, 80
 500, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 123, 1, 0, 90, 33, 0, 80
 500, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 123, 1, 0, 92, 31, 0, 80
 500, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 123, 1, 0, 84, 39, 0, 80
 500, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 123, 1, 0, 91, 32, 0, 80
 500, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 123, 1, 0, 83, 39, 1, 72
 500, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 123, 1, 0, 86, 37, 0, 80
 500, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 123, 1, 0, 85, 38, 0, 80
 500, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 123, 2, 0, 80, 42, 1, 80
 500, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 123, 1, 0, 85, 38, 0, 80
 500, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 123, 1, 0, 85, 38, 0, 80
 500, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 123, 1, 0, 90, 33, 0, 80
 500, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 123, 1, 0, 85, 38, 0, 80
 500, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 123, 1, 0, 89, 34, 0, 80
 500, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 123, 1, 0, 81, 42, 0, 80
 500, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 123, 1, 0, 84, 38, 1, 38
 500, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 123, 1, 0, 89, 34, 0, 80
 500, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 123, 1, 0, 86, 37, 0, 80
 500, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 123, 1, 0, 87, 35, 1, 75
 500, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 123, 1, 0, 79, 44, 0, 80
 500, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 123, 1, 0, 85, 38, 0, 80
 500, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 123, 1, 0, 79, 44, 0, 80
 500, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 123, 1, 0, 83, 40, 0, 80
 500, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 123, 1, 0, 83, 40, 0, 80
 500, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 123, 2, 0, 79, 44, 0, 85
 500, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 123, 1, 0, 77, 46, 0, 80
 500, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 123, 2, 0, 91, 32, 0, 124
 500, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 123, 1, 0, 85, 38, 0, 80
 500, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 123, 1, 0, 86, 37, 0, 80
 500, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 123, 1, 0, 74, 49, 0, 80
 500, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 123, 1, 0, 82, 41, 0, 80
 500, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 123, 1, 0, 79, 44, 0, 80
 500, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 123, 1, 0, 89, 34, 0, 80
 500, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 123, 1, 0, 89, 34, 0, 80
 500, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 123, 1, 0, 82, 41, 0, 80
 500, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 123, 1, 0, 89, 34, 0, 80
 500, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 123, 2, 0, 87, 36, 0, 118
 500, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 123, 1, 0, 83, 40, 0, 80
 500, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 123, 1, 0, 91, 32, 0, 80
 500, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 123, 1, 0, 83, 40, 0, 80
 500, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 123, 1, 0, 80, 43, 0, 80
 500, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 123, 1, 0, 94, 29, 0, 80
 500, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 123, 1, 0, 92, 31, 0, 80
 500, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 123, 2, 0, 99, 24, 0, 94
 500, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 123, 1, 0, 84, 39, 0, 80
 500, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 600, 4, 0, 428, 171, 1, 108
 500, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 600, 5, 0, 420, 179, 1, 240
 10, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 600, 8, 0, 432, 168, 0, 243
 10, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 600, 1, 0, 433, 167, 0, 80
 10, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 600, 7, 0, 411, 188, 1, 253
 10, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 600, 2, 2, 440, 158, 0, 32
 10, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 600, 8, 6, 437, 157, 0, 92
 10, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 600, 1, 0, 436, 164, 0, 80
 10, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 600, 1, 0, 436, 164, 0, 80
 10, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 1000, 1, 0, 715, 285, 0, 80
 10, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 1000, 1, 0, 692, 308, 0, 80
 10, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 1000, 2, 0, 693, 307, 0, 81
 10, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 1000, 2, 0, 693, 307, 0, 81
 10, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 1000, 177, 0, 852, 128, 20, 1064
 10, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 1000, 177, 0, 852, 128, 20, 1064
 10, 5, 80, 10, 10, 0.02, 0.793, 0.7, 0.97, 5, 1000, 214, 0, 881, 81, 38, 1077

