fps,p_rad,days_r,dm,d_t_d,d_prob,h_i_t,vac_p,inf_p,i_rad,pop,t_inf,n_inf,imm,sus,dec,frames, seed
 1000, 5, 80, 10, 10, 0.02, 0.93, 0.3, 0.97, 5, 1000, 266, 0, 834, 73, 93, 539,  1
 1000, 5, 80, 10, 10, 0.02, 0.93, 0.3, 0.97, 5, 1000, 320, 0, 812, 109, 79, 654,  2
 1000, 5, 80, 10, 10, 0.02, 0.93, 0.3, 0.97, 5, 1000, 321, 0, 817, 91, 92, 718,  3
 1000, 5, 80, 10, 10, 0.02, 0.93, 0.3, 0.97, 5, 1000, 242, 0, 839, 66, 95, 450,  4
 1000, 5, 80, 10, 10, 0.02, 0.93, 0.3, 0.97, 5, 1000, 292, 0, 849, 66, 85, 684,  5
 1000, 5, 80, 10, 10, 0.02, 0.93, 0.3, 0.97, 5, 1000, 245, 0, 868, 43, 89, 556,  6
 1000, 5, 80, 10, 10, 0.02, 0.93, 0.3, 0.97, 5, 1000, 298, 0, 802, 116, 82, 912,  7
 1000, 5, 80, 10, 10, 0.02, 0.93, 0.3, 0.97, 5, 1000, 308, 0, 857, 58, 85, 600,  8
 1000, 5, 80, 10, 10, 0.02, 0.93, 0.3, 0.97, 5, 1000, 297, 0, 820, 99, 81, 752,  9
 1000, 5, 80, 10, 10, 0.02, 0.93, 0.3, 0.97, 5, 1000, 254, 125, 656, 152, 67, 314,  10
 1000, 5, 80, 10, 10, 0.02, 0.93, 0.3, 0.97, 5, 1000, 262, 0, 867, 46, 87, 451,  11
 1000, 5, 80, 10, 10, 0.02, 0.93, 0.3, 0.97, 5, 1000, 278, 0, 761, 172, 67, 960,  12
 1000, 5, 80, 10, 10, 0.02, 0.93, 0.3, 0.97, 5, 1000, 252, 0, 837, 78, 85, 509,  13
 1000, 5, 80, 10, 10, 0.02, 0.93, 0.3, 0.97, 5, 1000, 253, 0, 831, 77, 92, 714,  14
 1000, 5, 80, 10, 10, 0.02, 0.93, 0.3, 0.97, 5, 1000, 262, 0, 856, 68, 76, 517,  15
 1000, 5, 80, 10, 10, 0.02, 0.93, 0.3, 0.97, 5, 1000, 341, 0, 777, 143, 80, 794,  16
 1000, 5, 80, 10, 10, 0.02, 0.93, 0.3, 0.97, 5, 1000, 283, 0, 845, 77, 78, 582,  17
 1000, 5, 80, 10, 10, 0.02, 0.93, 0.3, 0.97, 5, 1000, 272, 0, 823, 75, 102, 603,  18
 1000, 5, 80, 10, 10, 0.02, 0.93, 0.3, 0.97, 5, 1000, 279, 0, 820, 89, 91, 574,  19
 1000, 5, 80, 10, 10, 0.02, 0.93, 0.3, 0.97, 5, 1000, 274, 0, 873, 51, 76, 568,  20
 1000, 5, 80, 10, 10, 0.02, 0.93, 0.3, 0.97, 5, 1000, 275, 0, 815, 81, 104, 514,  21
 1000, 5, 80, 10, 10, 0.02, 0.93, 0.3, 0.97, 5, 1000, 301, 0, 764, 153, 83, 662,  22
 1000, 5, 80, 10, 10, 0.02, 0.93, 0.3, 0.97, 5, 1000, 309, 0, 843, 77, 80, 769,  23
 1000, 5, 80, 10, 10, 0.02, 0.93, 0.3, 0.97, 5, 1000, 240, 0, 871, 32, 97, 438,  24
 1000, 5, 80, 10, 10, 0.02, 0.93, 0.3, 0.97, 5, 1000, 245, 0, 865, 43, 92, 472,  25
 1000, 5, 80, 10, 10, 0.02, 0.93, 0.3, 0.97, 5, 1000, 290, 0, 851, 62, 87, 739,  26
 1000, 5, 80, 10, 10, 0.02, 0.93, 0.3, 0.97, 5, 1000, 292, 0, 786, 126, 88, 529,  27
 1000, 5, 80, 10, 10, 0.02, 0.93, 0.3, 0.97, 5, 1000, 309, 0, 821, 82, 97, 575,  28
 1000, 5, 80, 10, 10, 0.02, 0.93, 0.3, 0.97, 5, 1000, 304, 0, 827, 81, 92, 649,  29
 1000, 5, 80, 10, 10, 0.02, 0.93, 0.3, 0.97, 5, 1000, 316, 0, 841, 80, 79, 653,  30
 1000, 5, 80, 10, 10, 0.02, 0.93, 0.3, 0.97, 5, 1000, 268, 0, 857, 42, 101, 541,  31
 1000, 5, 80, 10, 10, 0.02, 0.93, 0.3, 0.97, 5, 1000, 257, 0, 879, 42, 79, 544,  32
 1000, 5, 80, 10, 10, 0.02, 0.93, 0.3, 0.97, 5, 1000, 263, 0, 838, 69, 93, 617,  33
 1000, 5, 80, 10, 10, 0.02, 0.93, 0.3, 0.97, 5, 1000, 266, 0, 852, 68, 80, 660,  34
 1000, 5, 80, 10, 10, 0.02, 0.93, 0.3, 0.97, 5, 1000, 252, 0, 874, 57, 69, 518,  35
 1000, 5, 80, 10, 10, 0.02, 0.93, 0.3, 0.97, 5, 1000, 1, 0, 287, 713, 0, 80,  36
 1000, 5, 80, 10, 10, 0.02, 0.93, 0.3, 0.97, 5, 1000, 282, 0, 835, 70, 95, 516,  37
 1000, 5, 80, 10, 10, 0.02, 0.93, 0.3, 0.97, 5, 1000, 284, 0, 826, 102, 72, 477,  38
 1000, 5, 80, 10, 10, 0.02, 0.93, 0.3, 0.97, 5, 1000, 320, 0, 841, 90, 69, 677,  39
 1000, 5, 80, 10, 10, 0.02, 0.93, 0.3, 0.97, 5, 1000, 308, 0, 842, 75, 83, 803,  40
 1000, 5, 80, 10, 10, 0.02, 0.93, 0.3, 0.97, 5, 1000, 331, 0, 802, 108, 90, 609,  41
 1000, 5, 80, 10, 10, 0.02, 0.93, 0.3, 0.97, 5, 1000, 251, 0, 816, 94, 90, 555,  42
 1000, 5, 80, 10, 10, 0.02, 0.93, 0.3, 0.97, 5, 1000, 253, 0, 848, 73, 79, 612,  43
 1000, 5, 80, 10, 10, 0.02, 0.93, 0.3, 0.97, 5, 1000, 226, 0, 847, 53, 100, 550,  44
 1000, 5, 80, 10, 10, 0.02, 0.93, 0.3, 0.97, 5, 1000, 1, 0, 310, 689, 1, 10,  45
 1000, 5, 80, 10, 10, 0.02, 0.93, 0.3, 0.97, 5, 1000, 319, 0, 813, 86, 101, 765,  46
 1000, 5, 80, 10, 10, 0.02, 0.93, 0.3, 0.97, 5, 1000, 285, 0, 852, 59, 89, 544,  47
